date,cash,open_value,equity,drawdown_pct,open_positions,premium_at_risk,premium_at_risk_pct,killed
2022-08-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-08-31 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-09-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-24 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-26 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-27 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-10-31 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-03 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-04 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-10 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-11 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-17 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-18 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-21 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-22 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-23 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-25 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-28 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-29 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-11-30 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-01 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-02 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-05 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-06 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-07 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-08 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-09 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-12 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-13 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-14 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-15 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-16 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-19 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
2022-12-20 09:30:00,100000.0,0.0,100000.0,0.0,0,0.0,0.0,False
